Ref,CensusYear,Category,Region,RegionName,Grade,GradeName,Age,Total,Male,Female
10413,2017,Orphans,14,Kavango East,204,Grade  4,19,1,1,0
10414,2017,Orphans,14,Kavango East,206,Grade  6,19,12,9,3
10415,2017,Orphans,14,Kavango East,204,Grade  4,10,200,96,104
10416,2017,Orphans,14,Kavango East,209,Grade  9,13,2,0,2
10417,2016,Orphans,14,Kavango East,416,Special Grade  6,20,2,1,1
10418,2016,Orphans,14,Kavango East,416,Special Grade  6,23,1,0,1
10419,2016,Orphans,14,Kavango East,417,Special Grade  7,18,1,1,0
10420,2016,Orphans,14,Kavango East,417,Special Grade  7,22,1,0,1
10421,2016,Orphans,14,Kavango East,417,Special Grade  7,24,2,2,0
10422,2017,Orphans,14,Kavango East,208,Grade  8,22,8,6,2
10423,2017,Orphans,14,Kavango East,208,Grade  8,23,1,1,0
10424,2017,Orphans,14,Kavango East,209,Grade  9,22,34,19,15
10425,2017,Orphans,14,Kavango East,208,Grade  8,25,1,1,0
10426,2016,Orphans,14,Kavango East,401,Special Education Class,19,1,1,0
10427,2017,Orphans,14,Kavango East,209,Grade  9,14,22,9,13
10428,2017,Orphans,14,Kavango East,209,Grade  9,15,131,54,77
10429,2017,Orphans,14,Kavango East,209,Grade  9,16,149,70,79
10430,2017,Orphans,14,Kavango East,209,Grade  9,17,180,95,85
10431,2017,Orphans,14,Kavango East,209,Grade  9,18,192,107,85
10432,2017,Orphans,14,Kavango East,209,Grade  9,19,150,83,67
10433,2017,Orphans,14,Kavango East,209,Grade  9,20,100,50,50
10434,2016,Orphans,14,Kavango East,211,Grade 11,25,5,4,1
10435,2017,Orphans,14,Kavango East,208,Grade  8,24,1,1,0
10436,2016,Orphans,14,Kavango East,401,Special Education Class,10,2,0,2
10437,2016,Orphans,14,Kavango East,205,Grade  5,15,108,67,41
10438,2016,Orphans,14,Kavango East,212,Grade 12,17,17,7,10
10439,2016,Orphans,14,Kavango East,212,Grade 12,18,70,22,48
10440,2016,Orphans,14,Kavango East,212,Grade 12,19,51,27,24
10441,2016,Orphans,14,Kavango East,212,Grade 12,20,46,31,15
10442,2016,Orphans,14,Kavango East,212,Grade 12,21,39,25,14
10443,2016,Orphans,14,Kavango East,212,Grade 12,22,33,18,15
10444,2016,Orphans,14,Kavango East,212,Grade 12,23,14,10,4
10445,2016,Orphans,14,Kavango East,416,Special Grade  6,15,1,1,0
10446,2016,Orphans,14,Kavango East,212,Grade 12,25,4,1,3
10447,2016,Orphans,14,Kavango East,401,Special Education Class,25,1,1,0
10448,2016,Orphans,14,Kavango East,401,Special Education Class,11,4,3,1
10449,2016,Orphans,14,Kavango East,401,Special Education Class,12,1,0,1
10450,2016,Orphans,14,Kavango East,401,Special Education Class,13,2,0,2
10451,2016,Orphans,14,Kavango East,401,Special Education Class,14,2,1,1
10452,2016,Orphans,14,Kavango East,401,Special Education Class,15,1,1,0
10453,2016,Orphans,14,Kavango East,401,Special Education Class,16,2,2,0
10454,2016,Orphans,14,Kavango East,401,Special Education Class,18,2,2,0
10455,2017,Orphans,14,Kavango East,209,Grade  9,23,12,7,5
10456,2016,Orphans,14,Kavango East,212,Grade 12,24,6,3,3
10457,2017,Orphans,14,Kavango East,212,Grade 12,19,81,42,39
10458,2017,Orphans,14,Kavango East,211,Grade 11,22,31,19,12
10459,2017,Orphans,14,Kavango East,211,Grade 11,23,26,15,11
10460,2017,Orphans,14,Kavango East,211,Grade 11,24,16,8,8
10461,2017,Orphans,14,Kavango East,211,Grade 11,25,5,4,1
10462,2017,Orphans,14,Kavango East,212,Grade 12,14,4,0,4
10463,2017,Orphans,14,Kavango East,212,Grade 12,15,1,0,1
10464,2017,Orphans,14,Kavango East,212,Grade 12,16,14,4,10
10465,2017,Orphans,14,Kavango East,209,Grade  9,21,53,26,27
10466,2017,Orphans,14,Kavango East,212,Grade 12,18,80,41,39
10467,2017,Orphans,14,Kavango East,211,Grade 11,19,81,40,41
10468,2017,Orphans,14,Kavango East,212,Grade 12,20,73,36,37
10469,2017,Orphans,14,Kavango East,212,Grade 12,21,60,34,26
10470,2017,Orphans,14,Kavango East,212,Grade 12,22,31,20,11
10471,2017,Orphans,14,Kavango East,212,Grade 12,23,30,16,14
10472,2017,Orphans,14,Kavango East,212,Grade 12,24,9,7,2
10473,2017,Orphans,14,Kavango East,212,Grade 12,25,12,6,6
10474,2017,Orphans,14,Kavango East,401,Special Education Class,10,1,0,1
10475,2017,Orphans,14,Kavango East,401,Special Education Class,12,1,1,0
10476,2017,Orphans,14,Kavango East,212,Grade 12,17,38,21,17
10477,2017,Orphans,14,Kavango East,210,Grade 10,23,14,7,7
10478,2017,Orphans,14,Kavango East,209,Grade  9,24,6,5,1
10479,2017,Orphans,14,Kavango East,209,Grade  9,25,2,2,0
10480,2017,Orphans,14,Kavango East,210,Grade 10,15,24,12,12
10481,2017,Orphans,14,Kavango East,210,Grade 10,16,120,46,74
10482,2017,Orphans,14,Kavango East,210,Grade 10,17,129,54,75
10483,2017,Orphans,14,Kavango East,210,Grade 10,18,167,94,73
10484,2017,Orphans,14,Kavango East,210,Grade 10,19,107,57,50
10485,2017,Orphans,14,Kavango East,210,Grade 10,20,86,42,44
10486,2017,Orphans,14,Kavango East,211,Grade 11,21,37,24,13
10487,2017,Orphans,14,Kavango East,210,Grade 10,22,24,13,11
10488,2017,Orphans,14,Kavango East,211,Grade 11,20,63,42,21
10489,2017,Orphans,14,Kavango East,210,Grade 10,24,12,9,3
10490,2017,Orphans,14,Kavango East,210,Grade 10,25,3,0,3
10491,2017,Orphans,14,Kavango East,211,Grade 11,14,1,1,0
10492,2017,Orphans,14,Kavango East,211,Grade 11,15,1,1,0
10493,2017,Orphans,14,Kavango East,211,Grade 11,16,20,7,13
10494,2017,Orphans,14,Kavango East,211,Grade 11,17,108,35,73
10495,2017,Orphans,14,Kavango East,211,Grade 11,18,98,54,44
10496,2016,Orphans,14,Kavango East,211,Grade 11,24,4,2,2
10497,2017,Orphans,14,Kavango East,210,Grade 10,21,57,33,24
10498,2016,Orphans,14,Kavango East,207,Grade  7,22,2,2,0
10499,2016,Orphans,14,Kavango East,208,Grade  8,17,228,131,97
10500,2016,Orphans,14,Kavango East,207,Grade  7,14,179,86,93
10501,2016,Orphans,14,Kavango East,207,Grade  7,15,178,92,86
10502,2016,Orphans,14,Kavango East,207,Grade  7,16,185,107,78
10503,2016,Orphans,14,Kavango East,207,Grade  7,17,131,88,43
10504,2016,Orphans,14,Kavango East,207,Grade  7,18,73,43,30
10505,2016,Orphans,14,Kavango East,207,Grade  7,19,41,25,16
10506,2016,Orphans,14,Kavango East,207,Grade  7,12,38,12,26
10507,2016,Orphans,14,Kavango East,207,Grade  7,21,4,4,0
10508,2016,Orphans,14,Kavango East,207,Grade  7,11,1,0,1
10509,2016,Orphans,14,Kavango East,207,Grade  7,23,1,1,0
10510,2016,Orphans,14,Kavango East,207,Grade  7,25,1,1,0
10511,2016,Orphans,14,Kavango East,208,Grade  8,12,2,1,1
10512,2017,Orphans,14,Kavango East,208,Grade  8,21,33,18,15
10513,2016,Orphans,14,Kavango East,208,Grade  8,13,27,9,18
10514,2016,Orphans,14,Kavango East,208,Grade  8,14,175,70,105
10515,2016,Orphans,14,Kavango East,208,Grade  8,15,204,88,116
10516,2016,Orphans,14,Kavango East,212,Grade 12,16,2,0,2
10517,2016,Orphans,14,Kavango East,207,Grade  7,20,19,12,7
10518,2016,Orphans,14,Kavango East,206,Grade  6,15,173,86,87
10519,2016,Orphans,14,Kavango East,205,Grade  5,18,15,11,4
10520,2016,Orphans,14,Kavango East,205,Grade  5,19,3,2,1
10521,2016,Orphans,14,Kavango East,205,Grade  5,20,1,1,0
10522,2016,Orphans,14,Kavango East,205,Grade  5,21,2,0,2
10523,2016,Orphans,14,Kavango East,205,Grade  5,9,2,1,1
10524,2016,Orphans,14,Kavango East,206,Grade  6,11,27,10,17
10525,2016,Orphans,14,Kavango East,206,Grade  6,12,130,45,85
10526,2016,Orphans,14,Kavango East,207,Grade  7,13,127,48,79
10527,2016,Orphans,14,Kavango East,206,Grade  6,14,188,92,96
10528,2016,Orphans,14,Kavango East,208,Grade  8,18,195,109,86
10529,2016,Orphans,14,Kavango East,206,Grade  6,16,137,76,61
10530,2016,Orphans,14,Kavango East,206,Grade  6,17,72,48,24
10531,2016,Orphans,14,Kavango East,206,Grade  6,18,24,15,9
10532,2016,Orphans,14,Kavango East,206,Grade  6,19,13,8,5
10533,2016,Orphans,14,Kavango East,206,Grade  6,20,5,4,1
10534,2016,Orphans,14,Kavango East,206,Grade  6,21,1,1,0
10535,2016,Orphans,14,Kavango East,206,Grade  6,22,2,2,0
10536,2016,Orphans,14,Kavango East,206,Grade  6,25,1,0,1
10537,2016,Orphans,14,Kavango East,206,Grade  6,13,202,83,119
10538,2016,Orphans,14,Kavango East,211,Grade 11,15,3,1,2
10539,2016,Orphans,14,Kavango East,208,Grade  8,16,232,108,124
10540,2016,Orphans,14,Kavango East,210,Grade 10,18,112,59,53
10541,2016,Orphans,14,Kavango East,210,Grade 10,19,80,40,40
10542,2016,Orphans,14,Kavango East,210,Grade 10,20,62,42,20
10543,2016,Orphans,14,Kavango East,210,Grade 10,21,51,26,25
10544,2016,Orphans,14,Kavango East,210,Grade 10,22,27,21,6
10545,2016,Orphans,14,Kavango East,210,Grade 10,23,17,11,6
10546,2016,Orphans,14,Kavango East,210,Grade 10,16,123,49,74
10547,2016,Orphans,14,Kavango East,210,Grade 10,25,4,2,2
10548,2016,Orphans,14,Kavango East,210,Grade 10,15,25,5,20
10549,2016,Orphans,14,Kavango East,211,Grade 11,16,29,10,19
10550,2016,Orphans,14,Kavango East,211,Grade 11,17,77,33,44
10551,2016,Orphans,14,Kavango East,211,Grade 11,18,86,44,42
10552,2016,Orphans,14,Kavango East,211,Grade 11,19,78,37,41
10553,2016,Orphans,14,Kavango East,211,Grade 11,20,60,35,25
10554,2016,Orphans,14,Kavango East,211,Grade 11,21,46,33,13
10555,2016,Orphans,14,Kavango East,211,Grade 11,22,28,18,10
10556,2016,Orphans,14,Kavango East,211,Grade 11,23,11,7,4
10557,2016,Orphans,14,Kavango East,210,Grade 10,24,7,5,2
10558,2016,Orphans,14,Kavango East,209,Grade  9,16,164,66,98
10559,2016,Orphans,14,Kavango East,208,Grade  8,19,99,52,47
10560,2016,Orphans,14,Kavango East,208,Grade  8,20,49,28,21
10561,2016,Orphans,14,Kavango East,208,Grade  8,21,27,19,8
10562,2016,Orphans,14,Kavango East,208,Grade  8,22,4,2,2
10563,2016,Orphans,14,Kavango East,208,Grade  8,23,6,4,2
10564,2016,Orphans,14,Kavango East,208,Grade  8,24,2,2,0
10565,2016,Orphans,14,Kavango East,208,Grade  8,25,1,1,0
10566,2016,Orphans,14,Kavango East,210,Grade 10,17,138,68,70
10567,2016,Orphans,14,Kavango East,209,Grade  9,15,131,60,71
10568,2016,Orphans,14,Kavango East,205,Grade  5,16,67,43,24
10569,2016,Orphans,14,Kavango East,209,Grade  9,17,181,95,86
10570,2016,Orphans,14,Kavango East,209,Grade  9,18,166,86,80
10571,2016,Orphans,14,Kavango East,209,Grade  9,19,130,72,58
10572,2016,Orphans,14,Kavango East,209,Grade  9,20,105,44,61
10573,2016,Orphans,14,Kavango East,209,Grade  9,21,66,34,32
10574,2016,Orphans,14,Kavango East,209,Grade  9,22,21,8,13
10575,2016,Orphans,14,Kavango East,209,Grade  9,23,8,7,1
10576,2016,Orphans,14,Kavango East,209,Grade  9,24,4,1,3
10577,2016,Orphans,14,Kavango East,209,Grade  9,25,2,0,2
10578,2016,Orphans,14,Kavango East,209,Grade  9,14,23,11,12
10579,2017,Orphans,15,Kavango West,206,Grade  6,19,15,11,4
10580,2017,Orphans,15,Kavango West,208,Grade  8,24,1,1,0
10581,2017,Orphans,15,Kavango West,208,Grade  8,15,91,45,46
10582,2017,Orphans,15,Kavango West,208,Grade  8,16,88,37,51
10583,2017,Orphans,15,Kavango West,208,Grade  8,17,117,64,53
10584,2017,Orphans,15,Kavango West,208,Grade  8,18,93,54,39
10585,2017,Orphans,15,Kavango West,208,Grade  8,19,60,39,21
10586,2017,Orphans,15,Kavango West,208,Grade  8,20,31,21,10
10587,2017,Orphans,15,Kavango West,206,Grade  6,20,3,3,0
10588,2017,Orphans,15,Kavango West,208,Grade  8,22,4,2,2
10589,2017,Orphans,15,Kavango West,207,Grade  7,25,1,0,1
10590,2017,Orphans,15,Kavango West,209,Grade  9,14,6,0,6
10591,2017,Orphans,15,Kavango West,209,Grade  9,15,47,15,32
10592,2017,Orphans,15,Kavango West,209,Grade  9,16,63,35,28
10593,2017,Orphans,15,Kavango West,209,Grade  9,17,80,34,46
10594,2017,Orphans,15,Kavango West,209,Grade  9,18,108,62,46
10595,2017,Orphans,15,Kavango West,209,Grade  9,19,86,48,38
10596,2017,Orphans,15,Kavango West,208,Grade  8,21,9,5,4
10597,2017,Orphans,15,Kavango West,207,Grade  7,17,69,36,33
10598,2017,Orphans,15,Kavango West,206,Grade  6,17,66,38,28
10599,2017,Orphans,15,Kavango West,206,Grade  6,23,1,1,0
10600,2017,Orphans,15,Kavango West,207,Grade  7,11,1,1,0
10601,2017,Orphans,15,Kavango West,207,Grade  7,12,11,4,7
10602,2017,Orphans,15,Kavango West,207,Grade  7,13,32,17,15
10603,2017,Orphans,15,Kavango West,207,Grade  7,14,84,28,56
10604,2017,Orphans,15,Kavango West,208,Grade  8,14,45,18,27
10605,2017,Orphans,15,Kavango West,207,Grade  7,16,84,48,36
10606,2017,Orphans,15,Kavango West,208,Grade  8,13,9,5,4
10607,2017,Orphans,15,Kavango West,207,Grade  7,18,50,33,17
10608,2017,Orphans,15,Kavango West,207,Grade  7,19,24,18,6
10609,2017,Orphans,15,Kavango West,207,Grade  7,20,5,3,2
10610,2017,Orphans,15,Kavango West,207,Grade  7,21,3,3,0
10611,2017,Orphans,15,Kavango West,207,Grade  7,22,3,1,2
10612,2017,Orphans,15,Kavango West,207,Grade  7,23,2,0,2
10613,2017,Orphans,15,Kavango West,209,Grade  9,22,17,9,8
10614,2017,Orphans,15,Kavango West,207,Grade  7,15,85,35,50
10615,2017,Orphans,15,Kavango West,212,Grade 12,17,10,3,7
10616,2017,Orphans,15,Kavango West,209,Grade  9,20,60,34,26
10617,2017,Orphans,15,Kavango West,211,Grade 11,19,31,17,14
10618,2017,Orphans,15,Kavango West,211,Grade 11,20,27,20,7
10619,2017,Orphans,15,Kavango West,211,Grade 11,21,16,7,9
10620,2017,Orphans,15,Kavango West,211,Grade 11,22,10,8,2
10621,2017,Orphans,15,Kavango West,211,Grade 11,23,6,2,4
10622,2017,Orphans,15,Kavango West,211,Grade 11,17,23,12,11
10623,2017,Orphans,15,Kavango West,212,Grade 12,16,1,0,1
10624,2017,Orphans,15,Kavango West,211,Grade 11,16,10,6,4
10625,2017,Orphans,15,Kavango West,212,Grade 12,18,18,8,10
10626,2017,Orphans,15,Kavango West,212,Grade 12,19,21,11,10
10627,2017,Orphans,15,Kavango West,212,Grade 12,20,31,18,13
10628,2017,Orphans,15,Kavango West,212,Grade 12,21,29,14,15
10629,2017,Orphans,15,Kavango West,212,Grade 12,22,15,7,8
10630,2017,Orphans,15,Kavango West,212,Grade 12,23,13,5,8
10631,2017,Orphans,15,Kavango West,212,Grade 12,24,8,7,1
10632,2017,Orphans,15,Kavango West,211,Grade 11,25,4,1,3
10633,2017,Orphans,15,Kavango West,210,Grade 10,19,58,37,21
10634,2016,Orphans,15,Kavango West,205,Grade  5,19,1,1,0
10635,2017,Orphans,15,Kavango West,209,Grade  9,23,6,4,2
10636,2017,Orphans,15,Kavango West,209,Grade  9,24,6,2,4
10637,2017,Orphans,15,Kavango West,209,Grade  9,25,1,1,0
10638,2017,Orphans,15,Kavango West,210,Grade 10,15,5,1,4
10639,2017,Orphans,15,Kavango West,210,Grade 10,16,30,15,15
10640,2017,Orphans,15,Kavango West,211,Grade 11,18,29,12,17
10641,2017,Orphans,15,Kavango West,210,Grade 10,18,47,21,26
10642,2017,Orphans,15,Kavango West,209,Grade  9,21,32,18,14
10643,2017,Orphans,15,Kavango West,210,Grade 10,20,40,28,12
10644,2017,Orphans,15,Kavango West,210,Grade 10,21,41,18,23
10645,2017,Orphans,15,Kavango West,210,Grade 10,22,18,8,10
10646,2017,Orphans,15,Kavango West,210,Grade 10,23,10,4,6
10647,2017,Orphans,15,Kavango West,210,Grade 10,24,6,3,3
10648,2017,Orphans,15,Kavango West,210,Grade 10,25,1,1,0
10649,2017,Orphans,15,Kavango West,211,Grade 11,15,2,0,2
10650,2017,Orphans,15,Kavango West,210,Grade 10,17,54,19,35
10651,2017,Orphans,15,Kavango West,203,Grade  3,10,160,84,76
10652,2017,Orphans,15,Kavango West,202,Grade  2,14,12,7,5
10653,2017,Orphans,15,Kavango West,202,Grade  2,15,1,1,0
10654,2017,Orphans,15,Kavango West,202,Grade  2,16,1,1,0
10655,2017,Orphans,15,Kavango West,202,Grade  2,17,2,0,2
10656,2017,Orphans,15,Kavango West,202,Grade  2,5,1,1,0
10657,2017,Orphans,15,Kavango West,202,Grade  2,7,13,4,9
10658,2017,Orphans,15,Kavango West,206,Grade  6,22,1,1,0
10659,2017,Orphans,15,Kavango West,202,Grade  2,9,126,65,61
10660,2017,Orphans,15,Kavango West,202,Grade  2,11,45,30,15
10661,2017,Orphans,15,Kavango West,203,Grade  3,11,98,57,41
10662,2017,Orphans,15,Kavango West,203,Grade  3,12,67,30,37
10663,2017,Orphans,15,Kavango West,203,Grade  3,13,35,22,13
10664,2017,Orphans,15,Kavango West,203,Grade  3,14,25,17,8
10665,2017,Orphans,15,Kavango West,203,Grade  3,15,17,11,6
10666,2017,Orphans,15,Kavango West,203,Grade  3,16,3,2,1
10667,2017,Orphans,15,Kavango West,202,Grade  2,8,178,87,91
10668,2017,Orphans,15,Kavango West,201,Grade  1,15,1,1,0
10669,2017,Orphans,15,Kavango West,100,Pre-Primary,6,85,43,42
10670,2017,Orphans,15,Kavango West,100,Pre-Primary,7,10,7,3
10671,2017,Orphans,15,Kavango West,100,Pre-Primary,8,1,1,0
10672,2017,Orphans,15,Kavango West,201,Grade  1,10,24,17,7
10673,2017,Orphans,15,Kavango West,201,Grade  1,11,13,10,3
10674,2017,Orphans,15,Kavango West,201,Grade  1,12,9,4,5
10675,2017,Orphans,15,Kavango West,202,Grade  2,13,11,8,3
10676,2017,Orphans,15,Kavango West,201,Grade  1,14,4,2,2
10677,2017,Orphans,15,Kavango West,202,Grade  2,12,31,18,13
10678,2017,Orphans,15,Kavango West,201,Grade  1,17,1,1,0
10679,2017,Orphans,15,Kavango West,201,Grade  1,6,24,12,12
10680,2017,Orphans,15,Kavango West,201,Grade  1,7,170,89,81
10681,2017,Orphans,15,Kavango West,201,Grade  1,8,113,65,48
10682,2017,Orphans,15,Kavango West,201,Grade  1,9,67,35,32
10683,2017,Orphans,15,Kavango West,202,Grade  2,10,86,52,34
10684,2017,Orphans,15,Kavango West,203,Grade  3,8,17,6,11
10685,2017,Orphans,15,Kavango West,201,Grade  1,13,5,3,2
10686,2017,Orphans,15,Kavango West,206,Grade  6,10,2,0,2
10687,2017,Orphans,15,Kavango West,203,Grade  3,17,2,1,1
10688,2017,Orphans,15,Kavango West,205,Grade  5,15,80,48,32
10689,2017,Orphans,15,Kavango West,205,Grade  5,16,37,22,15
10690,2017,Orphans,15,Kavango West,205,Grade  5,17,24,19,5
10691,2017,Orphans,15,Kavango West,205,Grade  5,18,9,8,1
10692,2017,Orphans,15,Kavango West,205,Grade  5,19,3,3,0
10693,2017,Orphans,15,Kavango West,205,Grade  5,13,125,62,63
10694,2017,Orphans,15,Kavango West,205,Grade  5,9,1,0,1
10695,2017,Orphans,15,Kavango West,205,Grade  5,12,105,56,49
10696,2017,Orphans,15,Kavango West,206,Grade  6,11,9,2,7
10697,2017,Orphans,15,Kavango West,206,Grade  6,12,58,30,28
10698,2017,Orphans,15,Kavango West,206,Grade  6,13,111,57,54
10699,2017,Orphans,15,Kavango West,206,Grade  6,14,127,68,59
10700,2017,Orphans,15,Kavango West,206,Grade  6,15,105,48,57
10701,2017,Orphans,15,Kavango West,206,Grade  6,16,77,42,35
10702,2017,Orphans,15,Kavango West,206,Grade  6,18,17,14,3
10703,2017,Orphans,15,Kavango West,205,Grade  5,20,1,1,0
10704,2017,Orphans,15,Kavango West,204,Grade  4,16,19,18,1
10705,2017,Orphans,15,Kavango West,100,Pre-Primary,5,14,5,9
10706,2017,Orphans,15,Kavango West,203,Grade  3,9,110,67,43
10707,2017,Orphans,15,Kavango West,204,Grade  4,10,114,48,66
10708,2017,Orphans,15,Kavango West,204,Grade  4,11,144,78,66
10709,2017,Orphans,15,Kavango West,204,Grade  4,12,148,68,80
10710,2017,Orphans,15,Kavango West,204,Grade  4,13,98,58,40
10711,2017,Orphans,15,Kavango West,205,Grade  5,14,93,54,39
10712,2017,Orphans,15,Kavango West,204,Grade  4,15,41,27,14
10713,2017,Orphans,15,Kavango West,203,Grade  3,18,1,1,0
10714,2017,Orphans,15,Kavango West,204,Grade  4,17,12,10,2
10715,2017,Orphans,15,Kavango West,204,Grade  4,18,3,3,0
10716,2017,Orphans,15,Kavango West,204,Grade  4,19,1,1,0
10717,2017,Orphans,15,Kavango West,204,Grade  4,8,1,1,0
10718,2017,Orphans,15,Kavango West,204,Grade  4,9,18,10,8
10719,2017,Orphans,15,Kavango West,205,Grade  5,10,5,1,4
10720,2017,Orphans,15,Kavango West,205,Grade  5,11,92,31,61
10721,2017,Orphans,15,Kavango West,204,Grade  4,14,66,48,18
10722,2016,Orphans,15,Kavango West,201,Grade  1,11,17,12,5
10723,2016,Orphans,15,Kavango West,420,Special Grade 10,23,2,0,2
10724,2016,Orphans,15,Kavango West,205,Grade  5,12,133,64,69
10725,2016,Orphans,15,Kavango West,100,Pre-Primary,10,4,3,1
10726,2016,Orphans,15,Kavango West,100,Pre-Primary,5,16,7,9
10727,2016,Orphans,15,Kavango West,100,Pre-Primary,6,68,33,35
10728,2016,Orphans,15,Kavango West,100,Pre-Primary,7,3,2,1
10729,2016,Orphans,15,Kavango West,100,Pre-Primary,8,2,2,0
10730,2016,Orphans,15,Kavango West,201,Grade  1,6,46,28,18
10731,2016,Orphans,15,Kavango West,201,Grade  1,10,25,19,6
10732,2016,Orphans,15,Kavango West,418,Special Grade  8,23,2,1,1
10733,2016,Orphans,15,Kavango West,201,Grade  1,12,8,6,2
10734,2016,Orphans,15,Kavango West,201,Grade  1,13,8,5,3
10735,2016,Orphans,15,Kavango West,201,Grade  1,14,1,1,0
10736,2016,Orphans,15,Kavango West,201,Grade  1,15,3,2,1
10737,2016,Orphans,15,Kavango West,201,Grade  1,16,1,1,0
10738,2016,Orphans,15,Kavango West,201,Grade  1,17,1,1,0
10739,2016,Orphans,15,Kavango West,212,Grade 12,17,7,2,5
10740,2016,Orphans,15,Kavango West,100,Pre-Primary,9,4,4,0
10741,2016,Orphans,15,Kavango West,401,Special Education Class,14,3,2,1
10742,2016,Orphans,15,Kavango West,205,Grade  5,17,15,14,1
10743,2016,Orphans,15,Kavango West,212,Grade 12,19,21,11,10
10744,2016,Orphans,15,Kavango West,212,Grade 12,20,22,17,5
10745,2016,Orphans,15,Kavango West,212,Grade 12,21,24,14,10
10746,2016,Orphans,15,Kavango West,212,Grade 12,22,17,8,9
10747,2016,Orphans,15,Kavango West,212,Grade 12,23,13,10,3
10748,2016,Orphans,15,Kavango West,212,Grade 12,24,4,3,1
10749,2016,Orphans,15,Kavango West,419,Special Grade  9,22,4,3,1
10750,2016,Orphans,15,Kavango West,401,Special Education Class,12,1,1,0
10751,2016,Orphans,15,Kavango West,419,Special Grade  9,17,1,1,0
10752,2016,Orphans,15,Kavango West,401,Special Education Class,17,1,1,0
10753,2016,Orphans,15,Kavango West,418,Special Grade  8,16,2,1,1
10754,2016,Orphans,15,Kavango West,418,Special Grade  8,17,4,3,1
10755,2016,Orphans,15,Kavango West,418,Special Grade  8,18,3,2,1
10756,2016,Orphans,15,Kavango West,418,Special Grade  8,19,1,1,0
10757,2016,Orphans,15,Kavango West,418,Special Grade  8,21,2,1,1
10758,2016,Orphans,15,Kavango West,418,Special Grade  8,22,1,1,0
10759,2016,Orphans,15,Kavango West,201,Grade  1,7,231,111,120
10760,2016,Orphans,15,Kavango West,212,Grade 12,25,3,1,2
10761,2016,Orphans,15,Kavango West,204,Grade  4,14,55,32,23
10762,2016,Orphans,15,Kavango West,203,Grade  3,16,3,3,0
10763,2016,Orphans,15,Kavango West,203,Grade  3,17,2,2,0
10764,2016,Orphans,15,Kavango West,203,Grade  3,7,2,1,1
10765,2016,Orphans,15,Kavango West,203,Grade  3,8,25,12,13
10766,2016,Orphans,15,Kavango West,203,Grade  3,9,145,70,75
10767,2016,Orphans,15,Kavango West,204,Grade  4,10,110,49,61
10768,2016,Orphans,15,Kavango West,204,Grade  4,11,133,51,82
10769,2016,Orphans,15,Kavango West,201,Grade  1,5,1,0,1
10770,2016,Orphans,15,Kavango West,204,Grade  4,13,80,52,28
10771,2016,Orphans,15,Kavango West,203,Grade  3,13,21,12,9
10772,2016,Orphans,15,Kavango West,204,Grade  4,15,20,15,5
10773,2016,Orphans,15,Kavango West,204,Grade  4,16,4,4,0
10774,2016,Orphans,15,Kavango West,204,Grade  4,17,2,2,0
10775,2016,Orphans,15,Kavango West,204,Grade  4,18,1,1,0
10776,2016,Orphans,15,Kavango West,204,Grade  4,9,20,9,11
10777,2016,Orphans,15,Kavango West,205,Grade  5,10,12,5,7
10778,2016,Orphans,15,Kavango West,205,Grade  5,11,78,40,38
10779,2016,Orphans,15,Kavango West,204,Grade  4,12,85,49,36
10780,2016,Orphans,15,Kavango West,202,Grade  2,17,1,1,0
10781,2016,Orphans,15,Kavango West,201,Grade  1,8,151,80,71
10782,2016,Orphans,15,Kavango West,201,Grade  1,9,46,29,17
10783,2016,Orphans,15,Kavango West,202,Grade  2,10,65,29,36
10784,2016,Orphans,15,Kavango West,202,Grade  2,11,46,33,13
10785,2016,Orphans,15,Kavango West,202,Grade  2,12,14,5,9
10786,2016,Orphans,15,Kavango West,202,Grade  2,13,11,7,4
10787,2016,Orphans,15,Kavango West,202,Grade  2,14,7,6,1
10788,2016,Orphans,15,Kavango West,203,Grade  3,15,14,9,5
10789,2016,Orphans,15,Kavango West,202,Grade  2,16,1,0,1
10790,2016,Orphans,15,Kavango West,203,Grade  3,14,21,16,5
10791,2016,Orphans,15,Kavango West,202,Grade  2,6,2,0,2
10792,2016,Orphans,15,Kavango West,202,Grade  2,7,29,17,12
10793,2016,Orphans,15,Kavango West,202,Grade  2,8,128,72,56
10794,2016,Orphans,15,Kavango West,202,Grade  2,9,117,66,51
10795,2016,Orphans,15,Kavango West,203,Grade  3,10,96,47,49
10796,2016,Orphans,15,Kavango West,203,Grade  3,11,81,46,35
10797,2016,Orphans,15,Kavango West,203,Grade  3,12,47,25,22
10798,2016,Orphans,15,Kavango West,212,Grade 12,16,2,0,2
10799,2016,Orphans,15,Kavango West,202,Grade  2,15,5,3,2
10800,2016,Orphans,15,Kavango West,208,Grade  8,12,1,0,1
10801,2016,Orphans,15,Kavango West,207,Grade  7,13,73,37,36
10802,2016,Orphans,15,Kavango West,207,Grade  7,14,76,33,43
10803,2016,Orphans,15,Kavango West,207,Grade  7,15,92,46,46
10804,2016,Orphans,15,Kavango West,207,Grade  7,16,84,48,36
10805,2016,Orphans,15,Kavango West,207,Grade  7,17,76,45,31
10806,2016,Orphans,15,Kavango West,207,Grade  7,18,35,25,10
10807,2016,Orphans,15,Kavango West,207,Grade  7,19,16,9,7
10808,2016,Orphans,15,Kavango West,208,Grade  8,20,42,25,17
