Contract,Client,DateOpen,Year,Month,Principal,IntratePr,IntPr,AdminFee,Stamps,Instalment,Total,DateFI,DateLI,Purpose,Period,CollectionMethod,LoanSizeCode,RepaymentCode,Paid,Balance,Status,Decision,Reason
6386,483,2023/10/29,2023,10,2300,0.28,644,0,0,2944.28,2944.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,B,A,2944.28,0,Paid,Approved,Qualified
6355,496,2023/10/05,2023,10,2300,0.28,644,0,12,2956.28,2956.28,2023/11/04,2023/11/04,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6346,563,2023/10/04,2023,10,1400,0.28,392,0,6,1798.28,1798.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,1798.28,0,Paid,Approved,Qualified
6362,569,2023/10/15,2023,10,1100,0.28,308,0,2,1410.28,1410.28,2023/11/14,2023/11/14,Education,1,Cash Collection,B,A,1410.28,0,Paid,Approved,Qualified
6347,585,2023/10/04,2023,10,1600,0.28,448,0,6,2054.28,2054.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,2054.28,0,Paid,Approved,Qualified
6361,593,2023/10/14,2023,10,1300,0.28,364,0,2,1666.28,1666.28,2023/11/13,2023/11/13,Education,1,Cash Collection,B,A,1666.28,0,Paid,Approved,Qualified
6372,690,2023/10/21,2023,10,2300,0.28,644,0,18,2962.28,2962.28,2023/11/20,2023/11/20,Consumption,1,Cash Collection,B,A,2962.28,0,Paid,Approved,Qualified
6345,694,2023/10/04,2023,10,5800,0.28,1624,0,0,7424.28,7424.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,C,B,7424.28,0,Paid,Approved,Qualified
6385,694,2023/10/29,2023,10,2300,0.28,644,0,0,2944.28,2944.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,B,A,2944.28,0,Paid,Approved,Qualified
6344,700,2023/10/04,2023,10,2800,0.28,784,0,6,3590.28,3590.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,3590.28,0,Paid,Approved,Qualified
6350,711,2023/10/04,2023,10,2800,0.28,784,0,2,3586.28,3586.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,3586.28,0,Paid,Approved,Qualified
6366,722,2023/10/20,2023,10,3300,0.28,924,0,18,4242.28,4242.28,2023/11/19,2023/11/19,Education,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6401,757,2023/10/29,2023,10,900,0.28,252,0,12,1164.28,1164.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,A,A,1164.28,0,Paid,Approved,Qualified
6352,759,2023/10/04,2023,10,2300,0.28,644,0,18,2962.28,2962.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,2962.28,0,Paid,Approved,Qualified
6340,773,2023/10/04,2023,10,900,0.28,252,0,6,1158.28,1158.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,A,A,1158.28,0,Paid,Approved,Qualified
6359,778,2023/10/12,2023,10,800,0.28,224,0,6,1030.28,1030.28,2023/11/11,2023/11/11,Education,1,Cash Collection,A,A,1030.28,0,Paid,Approved,Qualified
6363,783,2023/10/18,2023,10,3300,0.28,924,0,12,4236.28,4236.28,2023/11/17,2023/11/17,Education,1,Cash Collection,B,A,4236.28,0,Paid,Approved,Qualified
6391,799,2023/10/29,2023,10,5300,0.28,1484,0,0,6784.28,6784.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,C,B,6784.28,0,Paid,Approved,Qualified
6353,802,2023/10/05,2023,10,1300,0.28,364,0,12,1676.28,1676.28,2023/11/04,2023/11/04,Consumption,1,Cash Collection,B,A,1676.28,0,Paid,Approved,Qualified
6341,803,2023/10/04,2023,10,6300,0.28,1764,0,2,8066.28,8066.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,C,B,8066.28,0,Paid,Approved,Qualified
6388,804,2023/10/29,2023,10,6300,0.28,1764,0,6,8070.28,8070.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,C,B,8070.28,0,Paid,Approved,Qualified
6379,808,2023/10/26,2023,10,3300,0.28,924,0,0,4224.28,4224.28,2023/11/25,2023/11/25,Consumption,1,Cash Collection,B,A,4224.28,0,Paid,Approved,Qualified
6351,819,2023/10/04,2023,10,3300,0.28,924,0,6,4230.28,4230.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,4230.28,0,Paid,Approved,Qualified
6389,826,2023/10/29,2023,10,2300,0.28,644,0,6,2950.28,2950.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,B,A,2950.28,0,Paid,Approved,Qualified
6378,830,2023/10/25,2023,10,2800,0.28,784,0,6,3590.28,3590.28,2023/11/24,2023/11/24,Consumption,1,Cash Collection,B,A,3590.28,0,Paid,Approved,Qualified
6377,831,2023/10/25,2023,10,1600,0.28,448,0,18,2066.28,2066.28,2023/11/24,2023/11/24,Consumption,1,Cash Collection,B,A,2066.28,0,Paid,Approved,Qualified
6395,832,2023/10/29,2023,10,2800,0.28,784,0,12,3596.28,3596.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,B,A,3596.28,0,Paid,Approved,Qualified
6373,835,2023/10/21,2023,10,1400,0.28,392,0,4,1796.28,1796.28,2023/11/20,2023/11/20,Consumption,1,Cash Collection,B,A,1796.28,0,Paid,Approved,Qualified
6356,841,2023/10/05,2023,10,2800,0.28,784,0,12,3596.28,3596.28,2023/11/04,2023/11/04,Education,1,Cash Collection,B,A,3596.28,0,Paid,Approved,Qualified
6360,871,2023/10/14,2023,10,1100,0.28,308,0,2,1410.28,1410.28,2023/11/13,2023/11/13,Education,1,Cash Collection,B,A,1410.28,0,Paid,Approved,Qualified
6349,881,2023/10/04,2023,10,2800,0.28,784,0,6,3590.28,3590.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,3590.28,0,Paid,Approved,Qualified
6357,883,2023/10/06,2023,10,2800,0.28,784,0,6,3590.28,3590.28,2023/11/05,2023/11/05,Education,1,Cash Collection,B,A,3590.28,0,Paid,Approved,Qualified
6393,885,2023/10/29,2023,10,2300,0.28,644,0,4,2948.28,2948.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,B,A,2948.28,0,Paid,Approved,Qualified
6380,891,2023/10/27,2023,10,6300,0.28,1764,0,12,8076.28,8076.28,2023/11/26,2023/11/26,Consumption,1,Cash Collection,C,B,8076.28,0,Paid,Approved,Qualified
6365,893,2023/10/19,2023,10,800,0.28,224,0,18,1042.28,1042.28,2023/11/18,2023/11/18,Education,1,Cash Collection,A,A,1042.28,0,Paid,Approved,Qualified
6383,902,2023/10/29,2023,10,1700,0.28,476,0,12,2188.28,2188.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,B,A,2188.28,0,Paid,Approved,Qualified
6376,903,2023/10/22,2023,10,2300,0.28,644,0,2,2946.28,2946.28,2023/11/21,2023/11/21,Consumption,1,Cash Collection,B,A,2946.28,0,Paid,Approved,Qualified
6343,906,2023/10/04,2023,10,1600,0.28,448,0,12,2060.28,2060.28,2023/11/03,2023/11/03,Consumption,1,Cash Collection,B,A,2060.28,0,Paid,Approved,Qualified
6387,907,2023/10/29,2023,10,2300,0.28,644,0,6,2950.28,2950.28,2023/11/28,2023/11/28,Consumption,1,Cash Collection,B,A,2950.28,0,Paid,Approved,Qualified
6422,323,2023/11/22,2023,11,5300,0.28,1484,0,0,6784.28,6784.28,2023/12/22,2023/12/22,Consumption,1,Cash Collection,C,B,6784.28,0,Paid,Approved,Qualified
6408,449,2023/11/02,2023,11,5300,0.28,1484,0,18,6802.28,6802.28,2023/12/02,2023/12/02,Consumption,1,Cash Collection,C,B,6802.28,0,Paid,Approved,Qualified
6403,464,2023/11/02,2023,11,2300,0.28,644,0,6,2950.28,2950.28,2023/12/02,2023/12/02,Consumption,1,Cash Collection,B,A,2950.28,0,Paid,Approved,Qualified
6417,569,2023/11/19,2023,11,1700,0.28,476,0,18,2194.28,2194.28,2023/12/19,2023/12/19,Consumption,1,Cash Collection,B,A,2194.28,0,Paid,Approved,Qualified
6431,569,2023/11/29,2023,11,1000,0.28,280,0,2,1282.28,1282.28,2023/12/29,2023/12/29,Business,1,Cash Collection,A,A,1282.28,0,Paid,Approved,Qualified
6405,585,2023/11/02,2023,11,6300,0.28,1764,0,6,8070.28,8070.28,2023/12/02,2023/12/02,Consumption,1,Cash Collection,C,B,8070.28,0,Paid,Approved,Qualified
6414,593,2023/11/10,2023,11,6300,0.28,1764,0,6,8070.28,8070.28,2023/12/10,2023/12/10,Consumption,1,Cash Collection,C,B,8070.28,0,Paid,Approved,Qualified
6416,690,2023/11/19,2023,11,3800,0.28,1064,0,18,4882.28,4882.28,2023/12/19,2023/12/19,Consumption,1,Cash Collection,B,A,4882.28,0,Paid,Approved,Qualified
6434,694,2023/11/30,2023,11,5300,0.28,1484,0,0,6784.28,6784.28,2023/12/30,2023/12/30,Business,1,Cash Collection,C,B,6784.28,0,Paid,Approved,Qualified
6415,700,2023/11/15,2023,11,1100,0.28,308,0,6,1414.28,1414.28,2023/12/15,2023/12/15,Consumption,1,Cash Collection,B,A,1414.28,0,Paid,Approved,Qualified
6410,722,2023/11/03,2023,11,2300,0.28,644,0,2,2946.28,2946.28,2023/12/03,2023/12/03,Consumption,1,Cash Collection,B,A,2946.28,0,Paid,Approved,Qualified
6420,775,2023/11/19,2023,11,2300,0.28,644,0,2,2946.28,2946.28,2023/12/19,2023/12/19,Consumption,1,Cash Collection,B,A,2946.28,0,Paid,Approved,Qualified
6406,778,2023/11/02,2023,11,2300,0.28,644,0,12,2956.28,2956.28,2023/12/02,2023/12/02,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6435,789,2023/11/30,2023,11,7300,0.28,2044,0,0,9344.28,9344.28,2023/12/30,2023/12/30,Business,1,Cash Collection,C,B,9344.28,0,Paid,Approved,Qualified
6413,795,2023/11/09,2023,11,3300,0.28,924,0,2,4226.28,4226.28,2023/12/09,2023/12/09,Consumption,1,Cash Collection,B,A,4226.28,0,Paid,Approved,Qualified
6404,802,2023/11/02,2023,11,2300,0.28,644,0,12,2956.28,2956.28,2023/12/02,2023/12/02,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6412,803,2023/11/05,2023,11,2800,0.28,784,0,2,3586.28,3586.28,2023/12/05,2023/12/05,Consumption,1,Cash Collection,B,A,3586.28,0,Paid,Approved,Qualified
6432,808,2023/11/29,2023,11,2300,0.28,644,0,12,2956.28,2956.28,2023/12/29,2023/12/29,Business,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6430,814,2023/11/26,2023,11,3300,0.28,924,0,18,4242.28,4242.28,2023/12/26,2023/12/26,Business,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6402,819,2023/11/02,2023,11,2300,0.28,644,0,12,2956.28,2956.28,2023/12/02,2023/12/02,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6423,830,2023/11/22,2023,11,2300,0.28,644,0,12,2956.28,2956.28,2023/12/22,2023/12/22,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6424,835,2023/11/22,2023,11,1100,0.28,308,0,4,1412.28,1412.28,2023/12/22,2023/12/22,Business,1,Cash Collection,B,A,1412.28,0,Paid,Approved,Qualified
6409,837,2023/11/03,2023,11,5800,0.28,1624,0,0,7424.28,7424.28,2023/12/03,2023/12/03,Consumption,1,Cash Collection,C,B,7424.28,0,Paid,Approved,Qualified
6407,878,2023/11/02,2023,11,1400,0.28,392,0,18,1810.28,1810.28,2023/12/02,2023/12/02,Consumption,1,Cash Collection,B,A,1810.28,0,Paid,Approved,Qualified
6429,893,2023/11/26,2023,11,3300,0.28,924,0,18,4242.28,4242.28,2023/12/26,2023/12/26,Business,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6428,902,2023/11/26,2023,11,3300,0.28,924,0,18,4242.28,4242.28,2023/12/26,2023/12/26,Business,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6421,903,2023/11/22,2023,11,2300,0.28,644,0,6,2950.28,2950.28,2023/12/22,2023/12/22,Consumption,1,Cash Collection,B,A,2950.28,0,Paid,Approved,Qualified
6425,912,2023/11/24,2023,11,1300,0.28,364,0,6,1670.28,1670.28,2023/12/24,2023/12/24,Business,1,Cash Collection,B,A,1670.28,0,Paid,Approved,Qualified
6427,913,2023/11/24,2023,11,6300,0.28,1764,0,0,8064.28,8064.28,2023/12/24,2023/12/24,Business,1,Cash Collection,C,B,8064.28,0,Paid,Approved,Qualified
6445,41,2023/12/01,2023,12,2800,0.28,784,0,12,3596.28,3596.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,3596.28,0,Paid,Approved,Qualified
6453,94,2023/12/02,2023,12,2800,0.28,784,0,12,3596.28,3596.28,2024/01/01,2024/01/01,Consumption,1,Cash Collection,B,A,3596.28,0,Paid,Approved,Qualified
6454,114,2023/12/02,2023,12,6300,0.28,1764,0,0,8064.28,8064.28,2024/01/01,2024/01/01,Consumption,1,Cash Collection,C,B,8064.28,0,Paid,Approved,Qualified
6469,229,2023/12/22,2023,12,3300,0.28,924,0,18,4242.28,4242.28,2024/01/21,2024/01/21,Consumption,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6451,245,2023/12/02,2023,12,2300,0.28,644,0,12,2956.28,2956.28,2024/01/01,2024/01/01,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6489,271,2023/12/30,2023,12,3300,0.28,924,0,18,4242.28,4242.28,2024/01/29,2024/01/29,Clothing,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6437,287,2023/12/01,2023,12,6300,0.28,1764,0,0,8064.28,8064.28,2023/12/31,2023/12/31,Business,1,Cash Collection,C,B,8064.28,0,Paid,Approved,Qualified
6446,342,2023/12/01,2023,12,2800,0.28,784,0,12,3596.28,3596.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,3596.28,0,Paid,Approved,Qualified
6459,435,2023/12/15,2023,12,3300,0.28,924,0,18,4242.28,4242.28,2024/01/14,2024/01/14,Consumption,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6472,464,2023/12/23,2023,12,6300,0.28,1764,0,0,8064.28,8064.28,2024/01/22,2024/01/22,Consumption,1,Cash Collection,C,B,8064.28,0,Paid,Approved,Qualified
6471,473,2023/12/23,2023,12,2100,0.28,588,0,6,2694.28,2694.28,2024/01/22,2024/01/22,Consumption,1,Cash Collection,B,A,2694.28,0,Paid,Approved,Qualified
6448,496,2023/12/01,2023,12,2300,0.28,644,0,12,2956.28,2956.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6447,563,2023/12/01,2023,12,3300,0.28,924,0,18,4242.28,4242.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6466,569,2023/12/21,2023,12,3800,0.28,1064,0,18,4882.28,4882.28,2024/01/20,2024/01/20,Consumption,1,Cash Collection,B,A,4882.28,0,Paid,Approved,Qualified
6452,585,2023/12/02,2023,12,2800,0.28,784,0,12,3596.28,3596.28,2024/01/01,2024/01/01,Consumption,1,Cash Collection,B,A,3596.28,0,Paid,Approved,Qualified
6461,593,2023/12/17,2023,12,800,0.28,224,0,2,1026.28,1026.28,2024/01/16,2024/01/16,Consumption,1,Cash Collection,A,A,1026.28,0,Paid,Approved,Qualified
6464,690,2023/12/21,2023,12,3300,0.28,924,0,18,4242.28,4242.28,2024/01/20,2024/01/20,Consumption,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6484,694,2023/12/30,2023,12,5300,0.28,1484,0,0,6784.28,6784.28,2024/01/29,2024/01/29,Clothing,1,Cash Collection,C,B,6784.28,0,Paid,Approved,Qualified
6486,700,2023/12/30,2023,12,2300,0.28,644,0,12,2956.28,2956.28,2024/01/29,2024/01/29,Clothing,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6465,722,2023/12/21,2023,12,3800,0.28,1064,0,18,4882.28,4882.28,2024/01/20,2024/01/20,Consumption,1,Cash Collection,B,A,4882.28,0,Paid,Approved,Qualified
6440,757,2023/12/01,2023,12,2800,0.28,784,0,12,3596.28,3596.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,3596.28,0,Paid,Approved,Qualified
6438,759,2023/12/01,2023,12,3800,0.28,1064,0,18,4882.28,4882.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,4882.28,0,Paid,Approved,Qualified
6456,775,2023/12/03,2023,12,1100,0.28,308,0,4,1412.28,1412.28,2024/01/02,2024/01/02,Consumption,1,Cash Collection,B,A,1412.28,0,Paid,Approved,Qualified
6460,793,2023/12/17,2023,12,1300,0.28,364,0,6,1670.28,1670.28,2024/01/16,2024/01/16,Consumption,1,Cash Collection,B,A,1670.28,0,Paid,Approved,Qualified
6441,799,2023/12/01,2023,12,5800,0.28,1624,0,0,7424.28,7424.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,C,B,7424.28,0,Paid,Approved,Qualified
6485,799,2023/12/30,2023,12,5800,0.28,1624,0,0,7424.28,7424.28,2024/01/29,2024/01/29,Clothing,1,Cash Collection,C,B,7424.28,0,Paid,Approved,Qualified
6436,803,2023/12/01,2023,12,900,0.28,252,0,2,1154.28,1154.28,2023/12/31,2023/12/31,Business,1,Cash Collection,A,A,1154.28,0,Paid,Approved,Qualified
6443,804,2023/12/01,2023,12,1600,0.28,448,0,6,2054.28,2054.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,2054.28,0,Paid,Approved,Qualified
6474,808,2023/12/27,2023,12,4300,0.28,1204,0,0,5504.28,5504.28,2024/01/26,2024/01/26,Consumption,1,Cash Collection,B,A,5504.28,0,Paid,Approved,Qualified
6449,812,2023/12/02,2023,12,1300,0.28,364,0,6,1670.28,1670.28,2024/01/01,2024/01/01,Consumption,1,Cash Collection,B,A,1670.28,0,Paid,Approved,Qualified
6496,819,2023/12/30,2023,12,2300,0.28,644,0,12,2956.28,2956.28,2024/01/29,2024/01/29,Clothing,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6439,826,2023/12/01,2023,12,1600,0.28,448,0,6,2054.28,2054.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,2054.28,0,Paid,Approved,Qualified
6468,831,2023/12/22,2023,12,3300,0.28,924,0,18,4242.28,4242.28,2024/01/21,2024/01/21,Consumption,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6476,835,2023/12/28,2023,12,900,0.28,252,0,2,1154.28,1154.28,2024/01/27,2024/01/27,Consumption,1,Cash Collection,A,A,1154.28,0,Paid,Approved,Qualified
6481,837,2023/12/30,2023,12,6300,0.28,1764,0,0,8064.28,8064.28,2024/01/29,2024/01/29,Consumption,1,Cash Collection,C,B,8064.28,0,Paid,Approved,Qualified
6442,857,2023/12/01,2023,12,1400,0.28,392,0,6,1798.28,1798.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,B,A,1798.28,0,Paid,Approved,Qualified
6455,871,2023/12/03,2023,12,800,0.28,224,0,2,1026.28,1026.28,2024/01/02,2024/01/02,Consumption,1,Cash Collection,A,A,1026.28,0,Paid,Approved,Qualified
6475,876,2023/12/27,2023,12,2300,0.28,644,0,12,2956.28,2956.28,2024/01/26,2024/01/26,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6458,881,2023/12/08,2023,12,1100,0.28,308,0,4,1412.28,1412.28,2024/01/07,2024/01/07,Consumption,1,Cash Collection,B,A,1412.28,0,Paid,Approved,Qualified
6457,883,2023/12/03,2023,12,1300,0.28,364,0,6,1670.28,1670.28,2024/01/02,2024/01/02,Consumption,1,Cash Collection,B,A,1670.28,0,Paid,Approved,Qualified
6491,885,2023/12/30,2023,12,1100,0.28,308,0,4,1412.28,1412.28,2024/01/29,2024/01/29,Clothing,1,Cash Collection,B,A,1412.28,0,Paid,Approved,Qualified
6462,893,2023/12/20,2023,12,3300,0.28,924,0,18,4242.28,4242.28,2024/01/19,2024/01/19,Consumption,1,Cash Collection,B,A,4242.28,0,Paid,Approved,Qualified
6477,902,2023/12/29,2023,12,3500,0.28,980,0,18,4498.28,4498.28,2024/01/28,2024/01/28,Consumption,1,Cash Collection,B,A,4498.28,0,Paid,Approved,Qualified
6495,906,2023/12/30,2023,12,2300,0.28,644,0,12,2956.28,2956.28,2024/01/29,2024/01/29,Clothing,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
6444,907,2023/12/01,2023,12,800,0.28,224,0,2,1026.28,1026.28,2023/12/31,2023/12/31,Consumption,1,Cash Collection,A,A,1026.28,0,Paid,Approved,Qualified
6478,912,2023/12/29,2023,12,1800,0.28,504,0,6,2310.28,2310.28,2024/01/28,2024/01/28,Consumption,1,Cash Collection,B,A,2310.28,0,Paid,Approved,Qualified
9890,41,2024/01/03,2024,1,2300,0.28,644,0,12,2956.28,2956.28,2024/02/02,2024/02/02,Business,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
9517,94,2024/01/18,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/17,2024/02/17,Consumption,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
10138,114,2024/01/11,2024,1,6300,0.28,1764,0,0,8064.28,8064.28,2024/02/10,2024/02/10,Consumption,1,Cash Collection,C,B,8064.28,0,Paid,Approved,Qualified
10068,229,2024/01/21,2024,1,4800,0.28,1344,0,0,6144.28,6144.28,2024/02/20,2024/02/20,Consumption,1,Cash Collection,B,A,6144.28,0,Paid,Approved,Qualified
10122,245,2024/01/27,2024,1,5800,0.28,1624,0,0,7424.28,7424.28,2024/02/26,2024/02/26,Consumption,1,Cash Collection,C,B,7424.28,0,Paid,Approved,Qualified
9957,271,2024/01/04,2024,1,2800,0.28,784,0,18,3602.28,3602.28,2024/02/03,2024/02/03,Consumption,1,Cash Collection,B,A,3602.28,0,Paid,Approved,Qualified
10041,287,2024/01/28,2024,1,3800,0.28,1064,0,0,4864.28,4864.28,2024/02/27,2024/02/27,Education,1,Cash Collection,B,A,4864.28,0,Paid,Approved,Qualified
9543,323,2024/01/20,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/19,2024/02/19,Consumption,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
10070,483,2024/01/28,2024,1,4800,0.28,1344,0,0,6144.28,6144.28,2024/02/27,2024/02/27,Consumption,1,Cash Collection,B,A,6144.28,0,Paid,Approved,Qualified
9811,496,2024/01/04,2024,1,1800,0.28,504,0,12,2316.28,2316.28,2024/02/03,2024/02/03,Consumption,1,Cash Collection,B,A,2316.28,0,Paid,Approved,Qualified
9719,563,2024/01/03,2024,1,1000,0.28,280,0,6,1286.28,1286.28,2024/02/02,2024/02/02,Consumption,1,Cash Collection,B,A,1286.28,0,Paid,Approved,Qualified
9513,569,2024/01/14,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/13,2024/02/13,Consumption,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
9667,585,2024/01/03,2024,1,800,0.28,224,0,6,1030.28,1030.28,2024/02/02,2024/02/02,Consumption,1,Cash Collection,A,A,1030.28,0,Paid,Approved,Qualified
9594,593,2024/01/13,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/12,2024/02/12,Consumption,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
9962,690,2024/01/20,2024,1,2800,0.28,784,0,18,3602.28,3602.28,2024/02/19,2024/02/19,Consumption,1,Cash Collection,B,A,3602.28,0,Paid,Approved,Qualified
10067,694,2024/01/03,2024,1,4800,0.28,1344,0,0,6144.28,6144.28,2024/02/02,2024/02/02,Business,1,Cash Collection,B,A,6144.28,0,Paid,Approved,Qualified
9745,700,2024/01/03,2024,1,1300,0.28,364,0,6,1670.28,1670.28,2024/02/02,2024/02/02,Business,1,Cash Collection,B,A,1670.28,0,Paid,Approved,Qualified
9542,711,2024/01/03,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/02,2024/02/02,Consumption,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
9545,722,2024/01/21,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/20,2024/02/20,Consumption,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
9894,757,2024/01/28,2024,1,2300,0.28,644,0,12,2956.28,2956.28,2024/02/27,2024/02/27,Consumption,1,Cash Collection,B,A,2956.28,0,Paid,Approved,Qualified
9956,759,2024/01/03,2024,1,2800,0.28,784,0,18,3602.28,3602.28,2024/02/02,2024/02/02,Consumption,1,Cash Collection,B,A,3602.28,0,Paid,Approved,Qualified
9666,773,2024/01/03,2024,1,800,0.28,224,0,6,1030.28,1030.28,2024/02/02,2024/02/02,Business,1,Cash Collection,A,A,1030.28,0,Paid,Approved,Qualified
9698,778,2024/01/11,2024,1,900,0.28,252,0,6,1158.28,1158.28,2024/02/10,2024/02/10,Consumption,1,Cash Collection,A,A,1158.28,0,Paid,Approved,Qualified
9812,783,2024/01/17,2024,1,1800,0.28,504,0,12,2316.28,2316.28,2024/02/16,2024/02/16,Consumption,1,Cash Collection,B,A,2316.28,0,Paid,Approved,Qualified
10094,799,2024/01/28,2024,1,5300,0.28,1484,0,0,6784.28,6784.28,2024/02/27,2024/02/27,Education,1,Cash Collection,C,B,6784.28,0,Paid,Approved,Qualified
9810,802,2024/01/04,2024,1,1800,0.28,504,0,12,2316.28,2316.28,2024/02/03,2024/02/03,Consumption,1,Cash Collection,B,A,2316.28,0,Paid,Approved,Qualified
9540,803,2024/01/03,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/02,2024/02/02,Business,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
9730,804,2024/01/28,2024,1,1100,0.28,308,0,6,1414.28,1414.28,2024/02/27,2024/02/27,Education,1,Cash Collection,B,A,1414.28,0,Paid,Approved,Qualified
10039,808,2024/01/25,2024,1,3800,0.28,1064,0,0,4864.28,4864.28,2024/02/24,2024/02/24,Consumption,1,Cash Collection,B,A,4864.28,0,Paid,Approved,Qualified
9729,819,2024/01/03,2024,1,1100,0.28,308,0,6,1414.28,1414.28,2024/02/02,2024/02/02,Consumption,1,Cash Collection,B,A,1414.28,0,Paid,Approved,Qualified
9720,826,2024/01/28,2024,1,1000,0.28,280,0,6,1286.28,1286.28,2024/02/27,2024/02/27,Education,1,Cash Collection,B,A,1286.28,0,Paid,Approved,Qualified
9670,830,2024/01/24,2024,1,800,0.28,224,0,6,1030.28,1030.28,2024/02/23,2024/02/23,Consumption,1,Cash Collection,A,A,1030.28,0,Paid,Approved,Qualified
9963,831,2024/01/24,2024,1,2800,0.28,784,0,18,3602.28,3602.28,2024/02/23,2024/02/23,Consumption,1,Cash Collection,B,A,3602.28,0,Paid,Approved,Qualified
9813,832,2024/01/28,2024,1,1800,0.28,504,0,12,2316.28,2316.28,2024/02/27,2024/02/27,Education,1,Cash Collection,B,A,2316.28,0,Paid,Approved,Qualified
9624,835,2024/01/20,2024,1,600,0.28,168,0,4,772.28,772.28,2024/02/19,2024/02/19,Consumption,1,Cash Collection,A,A,772.28,0,Paid,Approved,Qualified
9888,841,2024/01/04,2024,1,2250,0.28,630,0,12,2892.28,2892.28,2024/02/03,2024/02/03,Consumption,1,Cash Collection,B,A,2892.28,0,Paid,Approved,Qualified
9524,871,2024/01/13,2024,1,500,0.28,140,0,2,642.28,642.28,2024/02/12,2024/02/12,Consumption,1,Cash Collection,A,A,642.28,0,Paid,Approved,Qualified
